nombre,dni,genero,pelicula,formato,precio,fecha_visita
Matthew Martinez,22114784,M,22. The Wizard of Oz,Normal,8.41,2020-09-20
Stacey Hendrix,45508968,F,23. Seven Samurai,Normal,6.93,2021-04-23
Tyler Garcia,41575273,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.14,2022-07-27
Claudia Allen,11514335,F,18. Terminator 2: Judgment Day,Normal,8.54,2023-05-28
Sara Hernandez,81007183,F,24. Forrest Gump,Normal,7.35,2018-11-05
Jacob Garcia,69263709,M,1. The Shawshank Redemption,Normal,7.01,2019-05-19
Monica Matthews,19577782,F,11. Pulp Fiction,Normal,6.21,2025-02-28
Lisa Baxter,12787518,F,10. The Godfather Part II,3D,10.76,2022-08-04
Alexa Hull,38219488,F,25. Inception,Normal,7.8,2023-01-15
Matthew Jones,38043412,M,24. Forrest Gump,Normal,6.37,2017-04-13
Jessica Smith,50208478,F,14. 2001: A Space Odyssey,3D,12.57,2015-11-06
Kimberly Adams,26487721,F,5. Schindler's List,Normal,7.33,2023-03-07
Katherine Mcgee,82760184,F,12. Fight Club,3D,11.8,2024-11-19
Ruth Daniel,62305334,F,24. Forrest Gump,3D,13.28,2015-05-22
Hector Flores,45278127,M,1. The Shawshank Redemption,3D,13.29,2018-07-13
Carol Howe,27335301,F,8. The Lord of the Rings: The Return of the King,3D,11.09,2016-01-07
Kenneth Fitzgerald,25224181,M,13. Psycho,Normal,6.79,2025-03-19
Jason Reyes,63702705,M,20. Raiders of the Lost Ark,3D,12.53,2025-04-07
Jimmy Carter,19112402,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,12.86,2022-10-19
Lisa Chung,34187768,F,10. The Godfather Part II,Normal,7.85,2022-03-05
Joy Chavez,38757664,F,2. The Godfather,Normal,7.3,2017-01-06
Paul Garza,30591645,M,13. Psycho,3D,10.09,2018-01-24
Bradley Wang,57641825,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.6,2019-02-22
Kristin Hernandez,68128843,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.25,2024-09-14
Antonio Stokes,48025190,M,22. The Wizard of Oz,Normal,8.25,2016-08-31
John Armstrong,29385152,M,3. Citizen Kane,Normal,6.57,2022-11-24
Rebecca Jackson,40897279,F,22. The Wizard of Oz,Normal,8.31,2019-12-14
Logan Graham,56216132,M,21. Casablanca,Normal,7.57,2015-08-03
Tonya Williamson,98483299,F,13. Psycho,3D,10.66,2023-09-21
Jamie Campbell,86818049,F,22. The Wizard of Oz,Normal,6.91,2021-03-11
Dillon Callahan,14305133,M,2. The Godfather,Normal,6.6,2024-12-21
Andrew Turner,49442836,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.99,2019-02-16
Dave Parks,77727045,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,12.37,2020-09-29
Christina Stewart,66465006,F,14. 2001: A Space Odyssey,Normal,6.88,2022-04-04
Drew Adkins,30486863,M,16. Star Wars: Episode IV - A New Hope,Normal,7.82,2016-04-15
Carl Flores,33734031,M,21. Casablanca,Normal,8.2,2023-05-26
Bryan Martin,19353125,M,1. The Shawshank Redemption,3D,12.3,2022-04-24
William Johnson,19311962,M,3. Citizen Kane,3D,11.36,2018-05-09
Leslie Contreras,37345390,F,12. Fight Club,3D,11.63,2021-12-14
Jennifer Bond,63390185,F,19. The Matrix,3D,12.17,2017-02-23
Shelly Wilson,59667017,F,19. The Matrix,3D,13.08,2023-08-20
Shane Kline,92961909,M,8. The Lord of the Rings: The Return of the King,3D,13.97,2015-07-31
Jacqueline Riley,77279395,F,12. Fight Club,Normal,6.04,2019-08-08
Phillip Harrison,21177780,M,4. 12 Angry Men,Normal,6.06,2023-06-15
Samuel Wilson,40963053,M,21. Casablanca,3D,13.96,2018-02-25
Gina Martinez,96002798,F,24. Forrest Gump,3D,10.87,2018-02-04
Jason Wilson,12041840,M,24. Forrest Gump,Normal,6.69,2022-11-23
Kelly Woodward,12828520,F,3. Citizen Kane,Normal,7.63,2020-03-14
Sarah Walker,82825777,F,3. Citizen Kane,Normal,6.95,2017-01-19
Julie Kaufman,57608172,F,"6. The Good, the Bad and the Ugly",3D,12.08,2016-05-31
Cathy Washington,56944182,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.22,2021-03-09
Laura Fuller,99781424,F,16. Star Wars: Episode IV - A New Hope,Normal,7.77,2022-06-11
Jasmine Gilbert,79929493,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.12,2024-11-10
Stephanie Rivera,95021807,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.93,2020-03-04
Joel Bowen,91893354,M,4. 12 Angry Men,Normal,8.92,2024-12-04
Angela Martin,20106838,F,"6. The Good, the Bad and the Ugly",Normal,7.79,2015-10-26
Jim Small,82588753,M,24. Forrest Gump,3D,13.75,2022-10-13
Brandon Mccoy,84394386,M,5. Schindler's List,Normal,6.55,2024-11-27
Sara Lopez,78371954,F,16. Star Wars: Episode IV - A New Hope,3D,13.89,2020-01-04
Rhonda Davis,61525505,F,8. The Lord of the Rings: The Return of the King,Normal,7.71,2019-08-03
Jennifer Terrell,82468528,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.88,2017-03-23
Kimberly Fitzgerald,22359722,F,22. The Wizard of Oz,3D,13.69,2021-06-19
William Taylor,98552941,M,18. Terminator 2: Judgment Day,Normal,8.33,2024-11-07
Kendra King,84844111,F,13. Psycho,3D,12.35,2022-08-08
Tiffany Lee,69323783,F,3. Citizen Kane,3D,11.02,2023-05-13
Tara Price,89727059,F,8. The Lord of the Rings: The Return of the King,3D,12.44,2017-11-29
Michelle Smith MD,44845996,F,25. Inception,3D,11.62,2023-06-14
Gwendolyn Lee,78678257,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,12.93,2022-03-02
Dawn Mcmahon,60560645,F,14. 2001: A Space Odyssey,3D,11.16,2022-07-14
Michael Vaughn,16792102,M,4. 12 Angry Men,Normal,6.78,2022-03-03
Toni Johnson,78906789,F,3. Citizen Kane,3D,11.53,2018-01-08
Brianna Robinson MD,82328806,F,24. Forrest Gump,3D,12.15,2016-12-14
Eric White,48677305,M,1. The Shawshank Redemption,3D,13.98,2022-02-09
Kristopher Ward,57465087,M,21. Casablanca,Normal,6.52,2021-06-17
Jennifer Banks,42204589,F,24. Forrest Gump,Normal,6.93,2019-06-22
Sarah Ramirez,26752832,F,1. The Shawshank Redemption,Normal,6.17,2019-08-07
Erin Bell,72471943,F,12. Fight Club,3D,13.81,2022-03-24
Amy Kim,20377922,F,"6. The Good, the Bad and the Ugly",Normal,7.03,2015-09-07
Michelle Cox,31339318,F,11. Pulp Fiction,3D,10.16,2017-10-10
Evan Martinez,77087533,M,19. The Matrix,3D,11.77,2023-09-04
Casey Miller,40198802,M,5. Schindler's List,Normal,7.88,2020-02-02
Anna Foster,51579369,F,22. The Wizard of Oz,3D,10.85,2021-10-21
Kaitlyn Ortiz,11662912,F,2. The Godfather,Normal,6.87,2020-03-12
Heather Simon,40839023,F,4. 12 Angry Men,3D,10.75,2021-11-11
Dr. Jennifer White DVM,90271587,F,21. Casablanca,3D,10.33,2015-10-24
Stephen Hall,93953366,M,16. Star Wars: Episode IV - A New Hope,Normal,8.94,2021-03-03
Christine Orozco,52348617,F,22. The Wizard of Oz,Normal,6.17,2016-07-18
Cole Hernandez,50100591,M,21. Casablanca,Normal,7.53,2025-03-07
Alejandro Gonzalez,33403960,M,8. The Lord of the Rings: The Return of the King,Normal,7.31,2024-11-19
Maria Clark,59843866,F,18. Terminator 2: Judgment Day,3D,10.25,2019-11-11
Steven Adams,14412761,M,14. 2001: A Space Odyssey,3D,10.1,2015-07-04
Regina Montes,92995316,F,11. Pulp Fiction,3D,11.64,2016-02-22
Holly Anthony,59502853,F,13. Psycho,Normal,6.25,2021-04-20
Jonathan Miller,49730331,M,5. Schindler's List,Normal,6.57,2016-08-11
Morgan Jackson,81028293,F,16. Star Wars: Episode IV - A New Hope,Normal,7.35,2025-03-04
Jeremy Miller,23803758,M,"6. The Good, the Bad and the Ugly",Normal,6.53,2023-06-22
Jessica Hood,15897304,F,22. The Wizard of Oz,Normal,6.13,2021-08-25
Desiree Valentine,94952949,F,2. The Godfather,Normal,8.29,2018-10-03
David Sanchez,43021933,M,4. 12 Angry Men,Normal,6.02,2018-08-09
Amanda Morales,19245875,F,21. Casablanca,3D,10.53,2015-08-03
Joshua Moore,20513318,M,25. Inception,3D,13.7,2018-09-14
Elizabeth Smith,75155009,F,9. The Dark Knight,Normal,6.06,2015-10-25
Valerie Henry,19189748,F,1. The Shawshank Redemption,3D,11.6,2016-09-08
Christopher Robles,71635156,M,9. The Dark Knight,3D,11.38,2025-01-09
James Gonzalez,87728804,M,9. The Dark Knight,3D,11.09,2019-06-14
Matthew Mccall,13438581,M,24. Forrest Gump,Normal,7.43,2021-09-20
Timothy Mcgee,20270283,M,2. The Godfather,Normal,8.58,2021-11-27
Barbara Byrd,68237932,F,18. Terminator 2: Judgment Day,Normal,8.13,2018-04-30
Ryan White,86435965,M,3. Citizen Kane,3D,12.36,2016-12-18
Patricia Collins,43696422,F,12. Fight Club,3D,11.96,2023-01-05
Todd Kim,35201819,M,15. Metropolis,Normal,6.5,2019-05-07
Debra Simmons,29050019,F,25. Inception,3D,13.15,2024-02-16
Jacob Thompson,88639328,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.26,2022-01-02
Nicholas Rubio,49602683,M,"6. The Good, the Bad and the Ugly",3D,11.62,2016-04-07
Ryan Smith,46100316,M,13. Psycho,Normal,7.78,2020-04-28
Justin Black,41013907,M,19. The Matrix,3D,13.44,2020-04-05
Michael Jones,33153481,M,15. Metropolis,Normal,8.23,2018-05-13
Amber Garcia,75147555,F,12. Fight Club,Normal,6.0,2024-11-24
Steven Nelson,14729430,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,12.19,2021-08-06
Marissa Rodriguez,69292069,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.56,2018-04-15
Calvin Montoya,13599273,M,8. The Lord of the Rings: The Return of the King,Normal,7.46,2016-12-02
Erica Garcia,32426780,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.74,2023-09-29
David Day,58947127,M,14. 2001: A Space Odyssey,Normal,8.37,2024-04-10
Morgan White,65481273,F,18. Terminator 2: Judgment Day,Normal,8.46,2019-03-22
Melissa Taylor,24897886,F,1. The Shawshank Redemption,Normal,7.15,2024-10-10
Victoria Mendoza,55390030,F,13. Psycho,3D,11.99,2020-09-09
Michael Cohen,86849624,M,22. The Wizard of Oz,Normal,6.93,2022-03-23
Christian Larson,56830965,M,15. Metropolis,3D,10.38,2023-06-12
Amanda Mccoy,52017868,F,4. 12 Angry Men,3D,13.96,2018-04-22
Amanda Martinez,58938085,F,2. The Godfather,3D,13.81,2018-02-14
Ruth Weaver,56786912,F,3. Citizen Kane,Normal,6.42,2018-08-21
Donna House,24130187,F,25. Inception,3D,11.72,2022-07-21
Michelle Marshall,82904824,F,3. Citizen Kane,Normal,7.28,2024-12-16
Monique Alexander,83736263,F,2. The Godfather,Normal,8.38,2018-12-06
Diane Chambers,69057993,F,9. The Dark Knight,Normal,6.65,2023-11-19
Glen Stewart,43233921,M,5. Schindler's List,Normal,6.65,2017-06-24
Paul Campbell,57866964,M,8. The Lord of the Rings: The Return of the King,3D,13.49,2020-10-01
Amy Hernandez,50665584,F,22. The Wizard of Oz,3D,13.72,2020-12-07
John Page,92322762,M,1. The Shawshank Redemption,3D,11.26,2016-01-13
Lorraine Diaz,53158739,F,22. The Wizard of Oz,3D,13.16,2023-12-31
Dr. Donald Hernandez MD,10207705,M,9. The Dark Knight,Normal,7.63,2018-10-02
Joshua Walsh,11682226,M,9. The Dark Knight,3D,11.68,2018-02-05
Justin Barnes,76935626,M,25. Inception,3D,12.55,2018-03-10
Caitlyn Smith,72976999,F,1. The Shawshank Redemption,3D,10.83,2025-04-20
David Kelley,77608325,M,14. 2001: A Space Odyssey,Normal,8.65,2016-07-17
Cynthia Torres,16798599,F,22. The Wizard of Oz,3D,11.68,2023-05-08
Tyler Hill,90221632,M,24. Forrest Gump,3D,13.91,2025-03-22
Travis Peterson,96332901,M,15. Metropolis,Normal,8.36,2021-05-05
Veronica Zavala,15396323,F,19. The Matrix,3D,10.57,2022-08-14
Elizabeth Watson,67152556,F,25. Inception,3D,10.4,2015-11-15
Philip Mcintosh,91787103,M,3. Citizen Kane,3D,11.17,2019-12-13
Tracie Espinoza,24148473,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.11,2024-04-03
Jeanette Schroeder,49596419,F,4. 12 Angry Men,3D,11.36,2021-07-09
Sierra Martinez,14142255,F,4. 12 Angry Men,3D,12.64,2022-12-25
Isaac Thompson,32972681,M,8. The Lord of the Rings: The Return of the King,Normal,6.41,2015-10-25
Michael Barrett,76340778,M,"6. The Good, the Bad and the Ugly",Normal,6.82,2023-12-20
Brandy Williams,66661271,F,13. Psycho,Normal,8.2,2024-11-25
Nathan Edwards,95756435,M,12. Fight Club,Normal,7.05,2024-07-10
Kenneth Brown,72739426,M,4. 12 Angry Men,Normal,8.67,2022-01-08
Brett Crawford,92320057,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.7,2019-06-25
Nancy Brown,35695266,F,11. Pulp Fiction,3D,11.77,2024-12-18
Ann Cook,66222960,F,"6. The Good, the Bad and the Ugly",3D,13.66,2018-11-11
Brandy Evans DDS,34858648,F,15. Metropolis,3D,12.96,2019-08-25
Sarah Duncan,27463824,F,"6. The Good, the Bad and the Ugly",Normal,7.95,2021-11-07
Allison Rich,10238987,F,"6. The Good, the Bad and the Ugly",3D,11.69,2015-06-25
Samuel Williams,67077237,M,3. Citizen Kane,Normal,6.68,2019-12-25
Misty Romero,45331805,F,5. Schindler's List,Normal,7.97,2024-09-17
Kristina Le,65410453,F,2. The Godfather,Normal,8.98,2016-03-29
Michael Harris,60531983,M,15. Metropolis,3D,11.03,2017-05-24
Aaron Guzman,76467959,M,20. Raiders of the Lost Ark,3D,11.8,2023-08-31
Diana Rollins,90196359,F,18. Terminator 2: Judgment Day,3D,10.69,2016-03-17
Samuel Cooley,63760001,M,8. The Lord of the Rings: The Return of the King,Normal,7.69,2016-04-23
Maria Norris,76206167,F,25. Inception,Normal,8.11,2017-05-31
Kelly Jones,46490939,M,14. 2001: A Space Odyssey,3D,10.42,2018-12-24
Brittney Torres DDS,44250540,F,13. Psycho,3D,12.85,2020-10-22
Ryan Thompson,15410451,M,9. The Dark Knight,3D,11.11,2024-03-25
Thomas Kidd,68207172,M,19. The Matrix,Normal,6.3,2019-08-03
Gabriel Williamson,97510147,M,2. The Godfather,3D,11.11,2020-05-22
Jeanette Young MD,22531911,F,12. Fight Club,3D,11.69,2019-04-27
Steven Watkins,94075092,M,21. Casablanca,3D,10.47,2022-03-28
Joseph Wu,60478056,M,15. Metropolis,Normal,8.67,2022-11-05
Stacey Martin,94870482,F,14. 2001: A Space Odyssey,Normal,7.54,2017-04-21
Alan Kennedy,58830708,M,10. The Godfather Part II,3D,13.32,2020-10-29
Laura Ramirez,99104062,F,18. Terminator 2: Judgment Day,Normal,7.63,2025-02-23
Gregory Gallagher MD,30388534,M,3. Citizen Kane,Normal,7.77,2019-10-03
Tyler Murphy,91098765,M,3. Citizen Kane,Normal,8.94,2019-09-22
Cristina Jones,93175436,F,1. The Shawshank Redemption,3D,11.29,2016-04-21
Allen Hubbard,41248858,M,19. The Matrix,Normal,6.52,2020-07-06
Angel Randall,54961944,F,22. The Wizard of Oz,3D,10.75,2023-02-26
Daniel Marquez,89608953,M,24. Forrest Gump,Normal,8.28,2023-11-21
Lisa Brown,36698772,F,23. Seven Samurai,Normal,6.6,2017-08-17
Ana Rodriguez,93736093,F,3. Citizen Kane,Normal,6.6,2021-07-08
Robert Mcconnell,70696575,M,"6. The Good, the Bad and the Ugly",3D,11.63,2018-12-13
Samuel Wallace,91934420,M,5. Schindler's List,Normal,7.6,2022-03-13
Deanna Tanner,50120492,F,5. Schindler's List,Normal,8.6,2021-12-12
Douglas Taylor,27797306,M,"6. The Good, the Bad and the Ugly",3D,12.72,2016-04-04
Patrick Miller,71379009,M,9. The Dark Knight,3D,10.86,2016-09-26
Laura Watts DVM,76036681,F,18. Terminator 2: Judgment Day,Normal,7.87,2015-10-28
Sean Jones,15647724,M,20. Raiders of the Lost Ark,Normal,7.11,2017-08-23
Nicholas Campos,32597116,M,18. Terminator 2: Judgment Day,3D,10.36,2024-01-06
Mia James MD,47103813,F,23. Seven Samurai,3D,10.19,2021-02-08
Eric Dyer,40631944,M,2. The Godfather,3D,10.71,2016-02-23
Rachel Potter,13780928,F,18. Terminator 2: Judgment Day,Normal,6.34,2023-02-12
Elizabeth Russo,28241487,F,19. The Matrix,3D,10.07,2018-10-24
Gregory Salinas,74776528,M,3. Citizen Kane,3D,11.79,2016-06-11
Lawrence Christensen,99538727,M,25. Inception,Normal,7.63,2017-11-25
Rebecca Mcgee,46537629,F,13. Psycho,Normal,8.9,2023-10-15
Christopher Hooper,36364142,M,16. Star Wars: Episode IV - A New Hope,3D,11.17,2018-01-24
Briana Reed,28816361,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.33,2023-08-08
Willie Johnson,60148069,M,20. Raiders of the Lost Ark,3D,13.96,2022-11-07
Ronnie Hatfield,64565896,M,22. The Wizard of Oz,3D,11.35,2018-06-12
Jennifer Moore,46632593,F,13. Psycho,Normal,8.28,2022-09-11
Matthew Harris,36433348,M,11. Pulp Fiction,Normal,7.51,2021-03-27
Charles Oconnell,87358022,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.0,2015-08-23
Michael Williamson,47664526,M,12. Fight Club,3D,10.2,2017-12-26
Michelle Jones,87740786,F,"6. The Good, the Bad and the Ugly",Normal,6.75,2019-06-14
Jennifer Ramos,89544076,F,2. The Godfather,3D,10.62,2015-12-22
Melanie Blackburn,18326750,F,22. The Wizard of Oz,Normal,8.96,2023-07-05
Pamela Ramirez,94766519,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.31,2024-05-31
Dawn Hart,64623815,F,1. The Shawshank Redemption,3D,13.22,2024-01-23
Jon Bridges,18831352,M,9. The Dark Knight,Normal,7.28,2022-05-02
Ashley Lee,52707726,F,8. The Lord of the Rings: The Return of the King,3D,10.78,2022-12-11
Daniel Rocha,77631405,M,14. 2001: A Space Odyssey,Normal,8.88,2020-01-11
Stephanie Johnson,72401054,F,24. Forrest Gump,3D,12.76,2022-05-27
Paul Miller,73522187,M,"6. The Good, the Bad and the Ugly",Normal,7.91,2024-12-11
Don Leonard,57651439,M,16. Star Wars: Episode IV - A New Hope,3D,10.32,2020-12-05
Mary Conrad,81946503,F,3. Citizen Kane,3D,13.3,2022-08-12
Rebecca Morales,44030092,F,22. The Wizard of Oz,Normal,8.44,2018-07-15
Megan Bauer,83683056,F,14. 2001: A Space Odyssey,Normal,7.55,2020-10-04
Ronald Hansen,61774041,M,19. The Matrix,3D,11.86,2016-09-17
Brittney Fuller,16097423,F,19. The Matrix,Normal,6.47,2023-06-12
Jill Clark,83049219,F,15. Metropolis,Normal,6.04,2020-11-29
Kyle Gray,93650888,M,10. The Godfather Part II,3D,13.93,2025-02-03
Rachel Wagner,78746034,F,5. Schindler's List,3D,13.89,2021-06-13
Charles Chen,68613172,M,5. Schindler's List,3D,13.71,2018-07-29
Heather Martin,67791785,F,8. The Lord of the Rings: The Return of the King,Normal,7.89,2024-09-14
Gary Williams,64193241,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.91,2017-06-26
John Barber,49621361,M,1. The Shawshank Redemption,3D,13.95,2019-02-22
Sheila Chambers,42276859,F,21. Casablanca,Normal,6.5,2019-10-24
Cheryl Martinez,22780033,F,3. Citizen Kane,Normal,6.85,2021-08-08
Darrell Maxwell,40146663,M,3. Citizen Kane,3D,10.36,2021-12-06
Jon Williams,88134290,M,3. Citizen Kane,Normal,6.13,2022-09-02
Adam Peterson,11069160,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.23,2023-11-09
Benjamin Herrera,76112223,M,25. Inception,Normal,6.69,2017-08-29
Matthew Diaz,63780502,M,21. Casablanca,3D,11.58,2025-01-24
Debbie Shaffer,61158804,F,"6. The Good, the Bad and the Ugly",3D,12.33,2016-10-18
Scott Miller,18130487,M,10. The Godfather Part II,Normal,6.23,2017-07-08
Jake Sanchez,57575396,M,14. 2001: A Space Odyssey,3D,13.11,2018-06-15
Kevin Jacobson,38882730,M,11. Pulp Fiction,Normal,6.79,2022-10-31
Michael Jenkins,43212692,M,11. Pulp Fiction,Normal,8.87,2019-08-13
Allison Rios,64442866,F,21. Casablanca,Normal,8.07,2023-12-13
Maria Pierce,10350456,F,3. Citizen Kane,Normal,6.91,2023-05-21
Brittany Lopez,67421032,F,14. 2001: A Space Odyssey,Normal,7.47,2019-08-14
Debra Wallace,16348630,F,25. Inception,3D,10.73,2021-02-07
Joseph Cook,91436057,M,18. Terminator 2: Judgment Day,Normal,7.45,2017-03-12
Oscar Owen,22716508,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.59,2024-10-12
Michael Mejia,26343400,M,11. Pulp Fiction,3D,13.8,2021-03-16
Kayla Williams,77002822,F,4. 12 Angry Men,3D,11.58,2015-06-15
Jody Cunningham,70851318,F,8. The Lord of the Rings: The Return of the King,3D,13.24,2021-06-17
Emily Cunningham,21150070,F,9. The Dark Knight,Normal,6.36,2025-04-28
Mary Johnson,50954315,F,8. The Lord of the Rings: The Return of the King,Normal,6.99,2017-05-01
Michelle Crawford,85720765,F,19. The Matrix,Normal,7.18,2016-02-11
Nicholas Cooper,49061518,M,10. The Godfather Part II,Normal,6.64,2025-05-02
Nicole Carpenter MD,73484135,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.72,2024-04-10
Teresa Turner,26004542,F,2. The Godfather,3D,13.08,2017-03-09
Robert Martinez,72772609,M,13. Psycho,Normal,7.02,2024-06-09
Brian Cooley,33433003,M,12. Fight Club,Normal,7.16,2020-05-13
Paula Riggs,88818391,F,10. The Godfather Part II,3D,13.4,2019-02-27
Jenna Walsh,70724618,F,21. Casablanca,Normal,6.61,2022-08-08
Robert Smith,37853330,M,16. Star Wars: Episode IV - A New Hope,3D,13.22,2020-05-07
Sharon Jarvis,48244023,F,1. The Shawshank Redemption,Normal,8.99,2016-01-07
Leslie Brewer,84032596,M,19. The Matrix,Normal,8.96,2018-04-08
Michael Clark,80526723,M,13. Psycho,Normal,6.42,2023-01-07
